monthly_rent,location,property_type,rooms,size,furnished,region,Gymnasium,Air-Cond,Washing Machine,Swimming Pool,location_bin
1200,Kuala Langat,Service Residence,3,1004,0,Selangor,1,0,0,1,3
910,Damansara Damai,Apartment,3,850,1,Selangor,0,1,0,1,2
1300,Setia Alam,Apartment,3,950,1,Selangor,1,0,0,1,4
1300,Kajang,Apartment,3,1050,0,Selangor,0,0,0,1,2
1000,Semenyih,Condominium,3,1097,1,Selangor,1,0,0,1,1
2500,Subang Jaya,Apartment,4,1300,2,Selangor,0,0,0,0,3
1400,Shah Alam,Service Residence,2,527,2,Selangor,1,0,1,1,3
2000,Cyberjaya,Condominium,3,1000,2,Selangor,0,0,0,0,3
1300,Puncak Alam,Service Residence,3,842,2,Selangor,1,1,1,1,1
2600,Petaling Jaya,Service Residence,2,700,2,Selangor,1,0,0,1,3
780,Damansara Damai,Apartment,3,675,0,Selangor,1,0,0,0,2
1600,Shah Alam,Service Residence,3,882,0,Selangor,0,0,0,0,3
1300,Shah Alam,Service Residence,1,550,2,Selangor,1,1,1,1,3
1300,Shah Alam,Service Residence,2,659,1,Selangor,1,1,0,1,3
700,Kajang,Condominium,3,1012,2,Selangor,1,1,1,1,2
450,Petaling Jaya,Apartment,3,852,2,Selangor,1,1,1,1,3
650,Bangi,Apartment,3,723,0,Selangor,0,0,0,0,2
1300,Shah Alam,Apartment,3,960,0,Selangor,0,0,0,0,3
800,Selayang,Flat,2,600,1,Selangor,0,0,0,0,3
1000,Cyberjaya,Apartment,1,550,2,Selangor,1,1,1,1,3
950,Puchong,Apartment,3,842,0,Selangor,0,0,0,1,2
1400,Dengkil,Service Residence,3,901,1,Selangor,1,1,0,1,2
1350,Seri Kembangan,Apartment,3,815,2,Selangor,1,1,1,1,2
1300,Seri Kembangan,Service Residence,2,966,1,Selangor,1,0,0,1,2
900,Seri Kembangan,Service Residence,1,595,2,Selangor,1,1,1,1,2
1300,Bangi,Service Residence,3,956,1,Selangor,0,0,0,0,2
600,Rawang,Apartment,3,725,1,Selangor,0,0,0,0,1
1600,Batu Caves,Service Residence,3,1051,1,Selangor,1,1,1,1,2
1200,Ampang,Apartment,3,836,0,Selangor,0,0,0,0,3
800,Kuala Selangor,Apartment,3,938,2,Selangor,0,1,0,0,1
2300,Cyberjaya,Service Residence,3,990,2,Selangor,1,1,1,1,3
1400,Puchong,Condominium,3,915,1,Selangor,1,1,1,1,2
1500,Setia Alam,Apartment,3,950,1,Selangor,1,1,1,1,4
1200,Petaling Jaya,Apartment,3,775,0,Selangor,0,0,0,0,3
2000,Bandar Sunway,Service Residence,3,949,2,Selangor,1,0,0,1,4
1200,Kajang,Apartment,3,1000,1,Selangor,0,0,0,0,2
1400,Damansara Damai,Condominium,3,674,2,Selangor,1,1,1,1,2
1400,Ampang,Condominium,1,450,2,Selangor,1,1,0,1,3
1400,Selayang,Service Residence,2,1000,2,Selangor,1,1,1,1,3
1500,Selayang,Service Residence,1,900,2,Selangor,1,1,1,1,3
1300,Selayang,Service Residence,1,650,2,Selangor,1,1,1,1,3
900,Bandar Sri Damansara,Condominium,3,811,1,Selangor,0,0,0,0,1
1300,Selayang,Service Residence,2,1000,1,Selangor,1,1,0,1,3
1100,Batu Caves,Apartment,3,1100,0,Selangor,1,0,0,1,2
600,Ampang,Flat,3,670,0,Selangor,0,0,0,0,3
1300,Setia Alam,Apartment,3,900,1,Selangor,1,0,0,1,4
800,Balakong,Apartment,3,850,0,Selangor,0,0,0,0,2
700,Cheras,Apartment,2,600,1,Selangor,0,0,0,0,3
1300,Damansara Perdana,Condominium,1,1180,1,Selangor,0,1,0,0,3
750,Shah Alam,Apartment,3,650,0,Selangor,0,0,0,0,3
1200,Cheras,Apartment,3,1021,1,Selangor,0,0,0,0,3
1200,Damansara Perdana,Condominium,1,952,1,Selangor,0,1,0,0,3
1600,Setia Alam,Apartment,3,830,2,Selangor,1,1,1,1,4
1000,Cyberjaya,Condominium,3,450,2,Selangor,1,1,1,1,3
1550,Bandar Mahkota Cheras,Condominium,4,1396,0,Selangor,1,0,0,1,4
2600,Setia Alam,Service Residence,3,985,1,Selangor,1,1,0,1,4
1600,Port Klang,Service Residence,3,890,1,Selangor,0,1,0,0,4
1200,Damansara Perdana,Condominium,1,952,1,Selangor,0,1,0,0,3
550,Shah Alam,Apartment,3,650,0,Selangor,0,0,0,0,3
1300,Ampang,Condominium,3,900,1,Selangor,1,1,0,1,3
1000,Petaling Jaya,Studio,1,448,2,Selangor,0,1,1,0,3
900,Semenyih,Apartment,3,860,1,Selangor,0,0,0,0,1
1200,Damansara Perdana,Condominium,1,448,2,Selangor,0,1,1,0,3
1000,Damansara Perdana,Condominium,1,420,2,Selangor,0,1,0,0,3
1300,Damansara Perdana,Condominium,1,952,2,Selangor,0,1,0,0,3
1200,Damansara Perdana,Condominium,1,1044,1,Selangor,0,1,0,0,3
950,Cheras,Apartment,3,850,0,Selangor,0,0,0,1,3
1400,Bangi,Apartment,3,1100,1,Selangor,1,1,1,1,2
950,Petaling Jaya,Apartment,3,850,0,Selangor,1,0,0,1,3
2200,Ulu Klang,Condominium,2,950,2,Selangor,1,0,0,1,6
650,Puchong,Apartment,2,680,0,Selangor,0,0,0,0,2
1100,Shah Alam,Apartment,3,1100,0,Selangor,0,0,0,0,3
1650,Shah Alam,Service Residence,3,882,0,Selangor,0,1,0,0,3
1400,Shah Alam,Service Residence,3,880,0,Selangor,0,0,0,0,3
120,Subang Jaya,Service Residence,2,548,2,Selangor,1,0,0,1,3
1300,Sungai Buloh,Studio,1,450,2,Selangor,0,0,0,0,3
1500,Ampang,Apartment,3,1013,2,Selangor,0,1,1,1,3
900,Kajang,Condominium,3,900,0,Selangor,1,0,0,1,2
800,Ampang,Apartment,3,770,1,Selangor,0,0,0,0,3
1200,Ampang,Condominium,3,900,0,Selangor,0,0,0,1,3
650,Seri Kembangan,Flat,3,650,0,Selangor,0,0,0,0,2
1700,Puchong,Service Residence,3,990,1,Selangor,1,1,1,1,2
1400,Cheras,Service Residence,2,850,1,Selangor,1,1,1,1,3
1500,Sepang,Condominium,3,807,1,Selangor,1,1,0,1,2
1500,Kajang,Condominium,2,600,2,Selangor,1,1,0,1,2
850,Kajang,Apartment,3,910,1,Selangor,0,1,0,0,2
1700,Klang,Service Residence,3,864,2,Selangor,1,1,1,1,3
480,Rawang,Apartment,2,700,0,Selangor,0,0,0,0,1
1500,Sepang,Condominium,3,818,2,Selangor,1,1,1,1,2
1500,Ampang,Condominium,3,1036,0,Selangor,0,0,0,0,3
1200,Puchong,Service Residence,1,554,1,Selangor,1,1,0,1,2
1550,Damansara Perdana,Condominium,3,860,2,Selangor,1,1,1,1,3
1300,Sepang,Condominium,3,818,1,Selangor,1,1,1,1,2
1200,Sepang,Condominium,3,818,1,Selangor,1,0,0,1,2
1400,Sepang,Condominium,3,818,2,Selangor,1,1,1,1,2
1650,Puchong,Service Residence,3,990,1,Selangor,1,1,0,1,2
1500,I-City,Service Residence,2,600,2,Selangor,1,1,1,1,4
1800,Shah Alam,Service Residence,2,725,2,Selangor,1,1,1,1,3
900,Kajang,Condominium,3,880,1,Selangor,1,0,0,1,2
850,Kajang,Condominium,3,880,1,Selangor,1,0,0,1,2
2800,Kota Damansara,Condominium,3,1422,2,Selangor,1,1,1,1,5
650,Cheras,Apartment,3,680,0,Selangor,0,0,0,0,3
1300,Puchong,Apartment,3,900,1,Selangor,0,0,0,0,2
2480,Subang Jaya,Condominium,2,700,2,Selangor,1,1,1,1,3
1300,Setia Alam,Studio,1,488,2,Selangor,1,1,1,1,4
1600,Cheras,Service Residence,2,704,1,Selangor,1,1,0,1,3
850,Kajang,Condominium,2,600,0,Selangor,1,1,0,1,2
2350,Shah Alam,Service Residence,2,484,2,Selangor,1,1,1,1,3
1900,Damansara Damai,Condominium,3,1076,2,Selangor,1,0,0,1,2
1000,Sepang,Studio,1,450,2,Selangor,1,1,1,1,2
1200,Shah Alam,Apartment,3,870,1,Selangor,1,0,1,1,3
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
700,Cyberjaya,Condominium,1,450,0,Selangor,1,0,0,1,3
1600,Cheras,Service Residence,3,1267,1,Selangor,1,1,0,1,3
2000,Setia Alam,Service Residence,2,985,1,Selangor,1,1,1,1,4
650,Damansara Perdana,Condominium,3,650,1,Selangor,0,0,0,0,3
1100,Batu Caves,Service Residence,3,842,1,Selangor,1,0,0,1,2
750,Puchong,Apartment,3,675,1,Selangor,0,0,0,0,2
1600,Klang,Condominium,3,884,2,Selangor,0,0,0,0,3
1100,Klang,Condominium,3,884,0,Selangor,0,0,0,0,3
2500,Klang,Service Residence,3,815,2,Selangor,0,0,0,0,3
2350,Seri Kembangan,Service Residence,3,1000,2,Selangor,1,1,1,1,2
750,Ampang,Apartment,2,560,1,Selangor,0,0,0,0,3
1498,Puncak Alam,Apartment,1,600,2,Selangor,1,1,1,1,1
1200,Puncak Alam,Service Residence,3,849,1,Selangor,1,1,0,1,1
1500,Setia Alam,Apartment,3,950,1,Selangor,1,1,0,1,4
1900,Klang,Service Residence,2,855,2,Selangor,1,0,0,1,3
1100,Petaling Jaya,Apartment,3,992,1,Selangor,0,0,0,0,3
900,Semenyih,Apartment,3,900,0,Selangor,0,0,0,0,1
2000,Shah Alam,Service Residence,2,484,2,Selangor,1,1,1,1,3
1000,Kajang,Condominium,3,1011,1,Selangor,1,0,0,1,2
900,Bangi,Apartment,3,860,0,Selangor,0,0,0,0,2
1200,Petaling Jaya,Condominium,3,1130,1,Selangor,1,1,1,1,3
1500,Balakong,Service Residence,3,1000,2,Selangor,1,1,1,1,2
1300,Bandar Bukit Raja,Apartment,3,1000,1,Selangor,0,1,0,1,3
1100,Bangi,Studio,1,454,2,Selangor,1,1,1,1,2
1100,Selayang,Condominium,3,900,1,Selangor,1,0,0,1,3
950,Puchong,Apartment,3,823,1,Selangor,0,1,0,1,2
950,Puchong,Apartment,3,823,1,Selangor,0,1,0,1,2
1400,Subang Jaya,Condominium,3,969,2,Selangor,1,1,1,1,3
1100,Ampang,Condominium,3,850,0,Selangor,1,0,0,1,3
1600,Klang,Condominium,3,870,2,Selangor,1,1,1,1,3
1000,Dengkil,Service Residence,3,1050,0,Selangor,1,1,0,1,2
1500,Kajang,Service Residence,2,638,2,Selangor,1,1,1,1,2
2200,Petaling Jaya,Condominium,2,1206,2,Selangor,1,0,0,0,3
450,Rawang,Apartment,3,780,0,Selangor,0,0,0,0,1
1200,Rawang,Apartment,3,950,0,Selangor,0,0,0,1,1
1850,Puchong,Service Residence,3,990,1,Selangor,1,1,0,1,2
1500,Seri Kembangan,Condominium,4,1246,1,Selangor,1,1,0,0,2
1200,Subang Jaya,Condominium,1,600,2,Selangor,0,0,0,0,3
1800,Damansara Damai,Condominium,3,1200,1,Selangor,0,0,0,0,2
1200,Damansara Damai,Condominium,1,600,1,Selangor,0,0,0,0,2
1200,Cyberjaya,Apartment,3,850,1,Selangor,0,0,0,0,3
1250,Damansara Damai,Condominium,2,744,1,Selangor,1,0,0,0,2
1300,Batu Caves,Condominium,3,1144,2,Selangor,0,0,0,1,2
898,Rawang,Apartment,3,850,1,Selangor,0,0,0,0,1
1300,Petaling Jaya,Condominium,3,1012,1,Selangor,0,0,0,0,3
1850,Bukit Jelutong,Service Residence,2,879,1,Selangor,1,1,0,1,5
2800,Cheras,Service Residence,3,875,2,Selangor,1,1,1,1,3
650,Batu Caves,Flat,3,854,0,Selangor,0,0,0,0,2
800,Damansara Damai,Apartment,3,650,1,Selangor,0,0,0,0,2
1298,Kajang,Condominium,3,920,1,Selangor,1,0,0,0,2
1300,I-City,Service Residence,2,626,2,Selangor,1,1,1,1,4
1800,Subang Jaya,Service Residence,1,650,2,Selangor,1,1,1,1,3
980,Damansara Damai,Apartment,3,1100,0,Selangor,0,0,0,0,2
1800,Petaling Jaya,Condominium,1,510,1,Selangor,1,1,0,1,3
900,Bangi,Apartment,3,860,0,Selangor,0,0,0,0,2
2200,Shah Alam,Apartment,3,907,0,Selangor,1,0,0,1,3
1700,Petaling Jaya,Condominium,1,622,1,Selangor,0,0,0,0,3
1500,Petaling Jaya,Condominium,1,400,1,Selangor,0,0,0,0,3
1800,Cyberjaya,Condominium,3,1070,2,Selangor,1,0,0,1,3
800,Cheras,Apartment,3,800,1,Selangor,0,0,0,0,3
1100,Shah Alam,Apartment,3,813,0,Selangor,1,0,1,1,3
850,Klang,Apartment,10,1000,0,Selangor,0,0,0,0,3
2000,Shah Alam,Duplex,2,1015,1,Selangor,1,1,1,1,3
1700,Seri Kembangan,Condominium,3,1044,2,Selangor,1,1,1,1,2
950,Klang,Apartment,3,814,1,Selangor,1,0,0,0,3
1100,Klang,Apartment,3,1100,0,Selangor,0,0,0,0,3
950,Seri Kembangan,Apartment,1,450,1,Selangor,1,1,1,1,2
760,Port Klang,Apartment,3,600,0,Selangor,0,0,0,0,4
1100,Shah Alam,Apartment,3,815,0,Selangor,1,0,1,1,3
1100,Shah Alam,Apartment,3,813,0,Selangor,1,0,1,1,3
1300,Kajang,Condominium,3,1000,1,Selangor,0,0,0,1,2
1300,Kajang,Apartment,3,920,1,Selangor,0,0,0,0,2
1300,Kajang,Apartment,3,920,1,Selangor,0,0,0,0,2
2000,Bandar Sunway,Service Residence,3,949,2,Selangor,1,1,1,1,4
2300,Cheras,Condominium,3,1127,2,Selangor,0,0,0,0,3
1300,Kajang,Condominium,3,1023,2,Selangor,1,1,1,1,2
950,Kajang,Condominium,3,900,1,Selangor,0,0,0,0,2
1100,Bangi,Service Residence,3,1000,0,Selangor,1,1,0,1,2
850,Kajang,Apartment,3,957,1,Selangor,0,0,0,0,2
1000,Semenyih,Apartment,3,900,1,Selangor,0,0,0,1,1
1600,Cheras,Service Residence,3,1313,1,Selangor,0,0,0,0,3
2200,Klang,Condominium,3,1256,2,Selangor,1,1,1,1,3
1250,Damansara Perdana,Service Residence,1,700,2,Selangor,1,1,0,1,3
950,Shah Alam,Apartment,3,732,0,Selangor,0,0,0,0,3
750,Semenyih,Apartment,3,798,0,Selangor,1,0,0,1,1
1500,Cyberjaya,Condominium,3,1000,2,Selangor,1,1,1,1,3
1000,Shah Alam,Studio,1,500,1,Selangor,1,1,1,1,3
900,Kajang,Condominium,3,860,1,Selangor,1,0,0,1,2
1400,Sepang,Condominium,3,807,1,Selangor,1,1,0,1,2
800,Klang,Apartment,3,650,1,Selangor,0,0,0,0,3
1250,Batu Caves,Apartment,3,900,1,Selangor,1,1,0,1,2
1450,Puchong,Condominium,4,1262,2,Selangor,1,1,1,1,2
800,Puncak Alam,Apartment,3,700,0,Selangor,0,0,0,0,1
1100,Semenyih,Apartment,3,850,2,Selangor,1,0,0,1,1
1400,Ampang,Condominium,1,450,2,Selangor,1,1,0,1,3
900,Bandar Kinrara,Service Residence,3,712,0,Selangor,0,0,0,1,3
1200,Cyberjaya,Condominium,1,450,2,Selangor,0,1,1,0,3
1200,Cyberjaya,Service Residence,1,450,2,Selangor,0,1,1,0,3
600,Puchong,Apartment,3,600,0,Selangor,0,0,0,0,2
850,Semenyih,Apartment,3,950,1,Selangor,1,0,0,1,1
800,Seri Kembangan,Apartment,3,912,0,Selangor,1,0,0,1,2
850,Cheras,Apartment,3,650,2,Selangor,0,0,0,0,3
700,Seri Kembangan,Apartment,3,621,1,Selangor,0,0,0,0,2
700,Seri Kembangan,Apartment,3,722,1,Selangor,0,0,0,0,2
700,Seri Kembangan,Apartment,3,621,1,Selangor,0,0,0,0,2
2000,Sungai Buloh,Service Residence,3,1108,0,Selangor,1,1,0,1,3
1400,Sepang,Condominium,3,818,2,Selangor,1,1,1,1,2
1700,Kajang,Service Residence,3,1000,2,Selangor,1,1,1,1,2
1000,Seri Kembangan,Service Residence,1,650,1,Selangor,1,1,0,1,2
800,Kajang,Apartment,3,780,1,Selangor,0,0,0,0,2
400,Klang,Apartment,2,750,0,Selangor,0,0,0,0,3
1200,Semenyih,Condominium,3,1050,0,Selangor,1,1,0,1,1
1000,Dengkil,Condominium,3,1050,0,Selangor,0,1,0,1,2
1600,Subang Jaya,Service Residence,4,1065,1,Selangor,0,1,0,1,3
1200,Kajang,Condominium,3,1150,1,Selangor,0,0,0,0,2
850,Ampang,Apartment,3,858,0,Selangor,0,0,0,0,3
750,Semenyih,Apartment,3,893,1,Selangor,0,0,0,0,1
830,Alam Impian,Flat,3,650,0,Selangor,0,0,0,0,5
600,Bangi,Apartment,3,750,0,Selangor,0,0,0,0,2
1199,Batu Caves,Service Residence,3,1011,0,Selangor,1,1,0,1,2
1350,Seri Kembangan,Service Residence,3,1065,1,Selangor,1,1,0,1,2
1100,Ampang,Apartment,3,861,0,Selangor,0,0,0,0,3
1200,Sepang,Apartment,3,900,2,Selangor,0,0,0,0,2
1000,Bangi,Apartment,3,850,1,Selangor,0,0,0,1,2
1300,Semenyih,Condominium,3,990,1,Selangor,1,0,0,1,1
1650,Bandar Mahkota Cheras,Condominium,4,1396,2,Selangor,1,1,1,1,4
1200,Bandar Bukit Raja,Apartment,3,1000,1,Selangor,0,0,0,0,3
1100,Kajang,Apartment,3,1044,0,Selangor,0,0,0,1,2
1600,Kajang,Condominium,3,860,2,Selangor,1,1,1,1,2
1200,Mutiara Damansara,Apartment,3,660,1,Selangor,0,0,0,0,2
1600,Selayang,Condominium,3,1011,1,Selangor,1,1,0,1,3
900,Puchong,Apartment,3,606,2,Selangor,0,1,1,0,2
900,Semenyih,Apartment,3,860,0,Selangor,1,0,0,1,1
800,Damansara Perdana,Condominium,3,850,1,Selangor,0,0,0,0,3
1150,Seri Kembangan,Condominium,5,1100,1,Selangor,0,0,0,1,2
1000,Setia Alam,Apartment,3,939,0,Selangor,0,0,0,0,4
1100,Petaling Jaya,Condominium,1,466,2,Selangor,0,1,1,0,3
1200,Batu Caves,Service Residence,3,1052,1,Selangor,1,1,0,1,2
1600,Cyberjaya,Apartment,3,850,2,Selangor,0,1,1,0,3
740,Semenyih,Studio,1,477,0,Selangor,1,0,0,1,1
1450,Puchong,Condominium,4,1130,1,Selangor,0,1,0,0,2
1250,Batu Caves,Condominium,3,998,1,Selangor,1,1,0,1,2
650,Damansara Damai,Apartment,3,650,1,Selangor,0,0,0,0,2
950,Damansara Damai,Apartment,3,800,0,Selangor,0,0,0,1,2
2000,Shah Alam,Condominium,4,1065,1,Selangor,1,0,0,1,3
950,Kajang,Condominium,3,1250,1,Selangor,1,1,1,1,2
700,Kajang,Condominium,3,1023,1,Selangor,1,1,1,1,2
1300,Shah Alam,Apartment,3,653,0,Selangor,0,0,0,0,3
800,Kajang,Condominium,3,1022,1,Selangor,1,1,1,1,2
1400,Puchong,Apartment,3,818,1,Selangor,0,1,1,0,2
700,Puchong,Apartment,3,800,1,Selangor,0,0,0,0,2
900,Bandar Sungai Long,Condominium,4,1233,1,Selangor,1,1,1,1,1
850,Kajang,Condominium,3,883,0,Selangor,1,0,0,1,2
1500,USJ,Service Residence,2,650,1,Selangor,1,1,1,1,3
1000,Cheras,Condominium,3,1266,1,Selangor,1,1,1,1,3
2000,Port Klang,Condominium,2,780,2,Selangor,0,0,0,0,4
1600,Bandar Mahkota Cheras,Condominium,4,1396,2,Selangor,1,1,0,1,4
2600,Setia Alam,Condominium,3,958,1,Selangor,1,0,0,1,4
2400,Bandar Kinrara,Service Residence,2,860,2,Selangor,1,1,1,1,3
1199,Cyberjaya,Condominium,1,500,2,Selangor,1,1,1,1,3
1200,Rawang,Condominium,3,830,0,Selangor,1,1,0,1,1
950,Kajang,Condominium,3,1250,1,Selangor,1,1,1,1,2
1500,Kajang,Condominium,3,1055,2,Selangor,1,1,1,1,2
1300,Kajang,Condominium,3,1000,2,Selangor,1,1,1,1,2
1200,Sepang,Condominium,3,818,0,Selangor,1,0,0,1,2
1300,Dengkil,Service Residence,2,478,2,Selangor,1,0,0,1,2
1500,Seri Kembangan,Condominium,2,1250,2,Selangor,0,1,1,0,2
1200,Seri Kembangan,Service Residence,2,500,2,Selangor,1,1,1,1,2
1000,Ampang,Apartment,3,800,0,Selangor,0,1,0,0,3
1400,Sepang,Service Residence,2,807,1,Selangor,1,1,1,1,2
2500,Cyberjaya,Condominium,3,1390,2,Selangor,0,0,0,0,3
1100,Semenyih,Apartment,3,900,2,Selangor,1,1,1,1,1
800,Damansara Damai,Apartment,3,800,0,Selangor,0,0,0,1,2
2800,Bangi,Service Residence,3,950,1,Selangor,0,1,0,0,2
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
500,Kajang,Flat,3,570,0,Selangor,0,0,0,0,2
1800,Cheras,Condominium,2,1162,1,Selangor,0,0,0,0,3
1200,Puchong,Condominium,3,1098,1,Selangor,1,1,1,1,2
500,Cheras,Apartment,2,517,0,Selangor,0,0,0,0,3
850,Seri Kembangan,Condominium,3,901,1,Selangor,1,0,0,1,2
1150,Sepang,Apartment,1,450,2,Selangor,1,1,0,1,2
1800,Cyberjaya,Condominium,3,1000,1,Selangor,1,0,0,1,3
1200,Cyberjaya,Apartment,3,1000,1,Selangor,0,1,1,1,3
2000,Cyberjaya,Condominium,3,1000,1,Selangor,0,0,0,0,3
2200,Cyberjaya,Condominium,2,795,2,Selangor,1,0,0,1,3
850,Semenyih,Condominium,3,850,1,Selangor,0,0,0,0,1
800,Puchong,Flat,3,650,0,Selangor,0,0,0,0,2
850,Cyberjaya,Condominium,1,650,0,Selangor,1,1,0,1,3
800,Semenyih,Service Residence,3,900,0,Selangor,0,0,0,0,1
900,Kapar,Apartment,3,850,0,Selangor,0,0,0,0,1
1600,Kuala Langat,Condominium,3,1000,2,Selangor,1,1,0,1,3
1250,Shah Alam,Apartment,3,1044,0,Selangor,1,0,0,1,3
1600,Cheras,Service Residence,1,551,2,Selangor,1,1,1,1,3
2200,Petaling Jaya,Condominium,2,1206,2,Selangor,1,1,1,1,3
1000,Klang,Condominium,3,1400,0,Selangor,1,0,0,1,3
1200,Klang,Condominium,3,1170,0,Selangor,1,0,0,1,3
1850,Batu Caves,Condominium,3,800,2,Selangor,1,1,1,1,2
2800,Damansara Perdana,Condominium,3,1052,2,Selangor,1,1,1,1,3
549,Kajang,Apartment,3,854,0,Selangor,0,0,0,1,2
1000,Ampang,Condominium,1,450,2,Selangor,0,1,1,0,3
1500,Cyberjaya,Condominium,3,850,1,Selangor,1,1,0,1,3
1200,Kajang,Service Residence,2,690,2,Selangor,1,1,1,1,2
300,Damansara Damai,Flat,4,650,0,Selangor,0,0,0,0,2
1300,Cyberjaya,Condominium,3,935,1,Selangor,1,1,0,1,3
1100,Puchong,Apartment,3,950,2,Selangor,0,1,1,0,2
900,Shah Alam,Apartment,3,750,1,Selangor,0,1,0,0,3
1800,Shah Alam,Condominium,3,915,2,Selangor,1,1,1,1,3
1050,Subang Jaya,Apartment,1,500,1,Selangor,1,1,1,1,3
1700,Cyberjaya,Condominium,3,978,2,Selangor,1,1,1,1,3
850,Cyberjaya,Condominium,1,450,1,Selangor,1,1,1,1,3
2500,Shah Alam,Condominium,3,1398,1,Selangor,1,1,0,1,3
1300,Kajang,Condominium,2,590,2,Selangor,1,0,1,1,2
1099,Cyberjaya,Apartment,3,1000,1,Selangor,0,1,0,1,3
1150,Subang Jaya,Service Residence,3,970,1,Selangor,1,1,0,1,3
1300,Kajang,Condominium,2,590,1,Selangor,1,1,0,1,2
1750,Selayang,Service Residence,3,1263,1,Selangor,1,1,1,1,3
900,Semenyih,Apartment,3,900,0,Selangor,1,0,0,1,1
1650,Subang Jaya,Service Residence,1,732,2,Selangor,1,1,1,1,3
1300,Seri Kembangan,Service Residence,3,970,2,Selangor,1,1,1,1,2
930,Shah Alam,Apartment,3,736,0,Selangor,1,0,0,1,3
1650,Subang Jaya,Service Residence,1,732,2,Selangor,1,1,1,1,3
750,Damansara Perdana,Apartment,3,750,1,Selangor,0,0,1,0,3
2600,Petaling Jaya,Service Residence,2,818,2,Selangor,1,1,0,1,3
1200,Seri Kembangan,Service Residence,2,752,1,Selangor,1,1,0,1,2
700,Petaling Jaya,Apartment,3,650,1,Selangor,0,1,0,0,3
1500,Ampang,Condominium,1,450,2,Selangor,1,1,1,1,3
680,Kajang,Flat,3,680,0,Selangor,0,0,0,0,2
1500,Cyberjaya,Condominium,3,1010,1,Selangor,1,1,1,1,3
1399,Subang Jaya,Service Residence,4,1089,2,Selangor,0,0,0,1,3
1600,Shah Alam,Condominium,3,915,1,Selangor,1,0,0,1,3
1600,Cheras,Service Residence,4,859,1,Selangor,1,0,0,1,3
2800,Setia Alam,Service Residence,2,985,2,Selangor,1,1,1,1,4
1500,Petaling Jaya,Condominium,3,1200,1,Selangor,1,1,1,1,3
2100,Bandar Sunway,Condominium,4,1300,2,Selangor,1,1,1,1,4
1300,Cyberjaya,Apartment,3,1000,1,Selangor,1,0,0,1,3
750,Ampang,Flat,3,650,0,Selangor,0,0,0,0,3
1600,Damansara Damai,Service Residence,4,1228,1,Selangor,1,1,0,1,2
1300,Ampang,Condominium,3,850,1,Selangor,1,0,0,1,3
1799,Cyberjaya,Condominium,3,1010,1,Selangor,1,1,1,1,3
2800,Ulu Klang,Condominium,3,851,2,Selangor,1,0,0,1,6
1500,Seri Kembangan,Service Residence,1,460,2,Selangor,1,1,1,1,2
900,Seri Kembangan,Service Residence,1,450,1,Selangor,1,1,0,1,2
1500,Shah Alam,Apartment,3,944,2,Selangor,0,1,1,0,3
2800,Kota Kemuning,Condominium,2,925,2,Selangor,1,0,0,1,6
2000,Shah Alam,Service Residence,3,1100,1,Selangor,1,1,0,1,3
1100,Klang,Apartment,3,1100,1,Selangor,0,1,0,1,3
1800,Puchong,Condominium,3,1119,2,Selangor,1,1,1,1,2
900,Ampang,Flat,3,650,1,Selangor,0,0,0,0,3
1600,Subang Jaya,Apartment,2,789,1,Selangor,1,1,1,1,3
350,Rawang,Apartment,3,650,0,Selangor,0,0,0,0,1
1700,Subang Jaya,Service Residence,4,1065,2,Selangor,0,1,1,1,3
1000,Selayang,Service Residence,1,612,1,Selangor,1,1,0,1,3
1500,Setia Alam,Apartment,3,950,1,Selangor,1,1,0,1,4
1199,Puncak Alam,Service Residence,3,842,1,Selangor,1,1,1,1,1
1000,Sungai Buloh,Service Residence,1,504,1,Selangor,1,1,0,1,3
750,Rawang,Apartment,3,900,0,Selangor,0,0,0,0,1
1100,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
2000,Shah Alam,Condominium,3,1050,1,Selangor,1,1,1,1,3
1100,Bangi,Apartment,3,1017,1,Selangor,1,1,0,1,2
1000,Bangi,Apartment,3,956,1,Selangor,1,1,0,1,2
1000,Bangi,Apartment,3,956,1,Selangor,1,1,0,1,2
1100,Bangi,Apartment,3,1017,1,Selangor,1,1,0,1,2
1500,Bangi,Apartment,3,956,1,Selangor,1,1,0,1,2
2300,Damansara Perdana,Condominium,3,1025,1,Selangor,1,0,0,1,3
1199,Kuala Langat,Condominium,3,870,1,Selangor,1,0,0,1,3
900,Rawang,Apartment,3,850,1,Selangor,0,0,0,0,1
1600,Selayang,Condominium,3,1011,1,Selangor,1,1,0,1,3
1500,Kota Damansara,Condominium,3,936,2,Selangor,0,1,1,0,5
1000,Kajang,Apartment,3,1050,0,Selangor,1,0,0,1,2
900,Shah Alam,Apartment,2,430,1,Selangor,1,0,0,1,3
550,Kajang,Apartment,3,650,0,Selangor,0,0,0,0,2
1000,Puchong,Condominium,2,908,1,Selangor,1,1,0,1,2
1600,Subang Jaya,Service Residence,4,1065,1,Selangor,0,0,0,1,3
1300,Ampang,Condominium,3,850,1,Selangor,1,0,0,1,3
1200,Ampang,Condominium,3,850,0,Selangor,1,0,0,1,3
2000,Sungai Buloh,Service Residence,2,881,2,Selangor,1,0,0,1,3
1500,Ampang,Apartment,3,900,0,Selangor,0,0,0,0,3
